Time;Channel A
(us);(V)

-0,54730799;5,07309200
-0,52730799;4,98550400
-0,50730799;5,07309200
-0,48730799;5,07309200
-0,46730799;4,98550400
-0,44730799;5,07309200
-0,42730799;4,98550400
-0,40730799;5,07309200
-0,38730799;5,07309200
-0,36730799;5,07309200
-0,34730799;5,07309200
-0,32730799;5,07309200
-0,30730799;4,98550400
-0,28730799;5,07309200
-0,26730799;5,07309200
-0,24730799;5,07309200
-0,22730799;5,07309200
-0,20730799;5,07309200
-0,18730799;5,07309200
-0,16730799;5,07309200
-0,14730799;4,98550400
-0,12730799;5,07309200
-0,10730799;5,07309200
-0,08730799;5,07309200
-0,06730799;5,07309200
-0,04730799;5,94866800
-0,02730799;5,07309200
-0,00730799;5,24826800
0,01269201;4,54756300
0,03269201;4,89791500
0,05269201;4,28479900
0,07269201;4,54756300
0,09269201;4,37238700
0,11269201;4,37238700
0,13269200;4,28479900
0,15269200;4,28479900
0,17269200;4,10992800
0,19269200;4,10992800
0,21269200;4,02233900
0,23269200;3,84716300
0,25269200;3,75957500
0,27269200;3,67198700
0,29269200;3,58439900
0,31269200;3,58439900
0,33269200;3,49681100
0,35269200;3,40922300
0,37269200;3,40922300
0,39269200;3,23404600
0,41269200;3,14645800
0,43269200;3,14645800
0,45269200;3,05887000
0,47269200;3,05887000
0,49269200;2,97128200
0,51269200;2,88369400
0,53269200;2,88369400
0,55269200;2,79641100
0,57269200;2,79641100
0,59269200;2,79641100
0,61269200;2,62123500
0,63269200;2,62123500
0,65269200;2,62123500
0,67269200;2,44605900
0,69269200;2,44605900
0,71269200;2,44605900
0,73269200;2,35847000
0,75269200;2,35847000
0,77269200;2,35847000
0,79269200;2,27088200
0,81269200;2,09570600
0,83269200;2,09570600
0,85269200;2,09570600
0,87269200;2,09570600
0,89269200;2,00811800
0,91269200;2,00811800
0,93269200;1,92053000
0,95269200;1,92053000
0,97269200;1,92053000
0,99269200;1,83294200
1,01269200;1,74535400
1,03269200;1,83294200
1,05269200;1,74535400
1,07269200;1,74535400
1,09269200;1,74535400
1,11269200;1,65776500
1,13269200;1,65776500
1,15269200;1,65776500
1,17269200;1,57017700
1,19269200;1,57017700
1,21269200;1,57017700
1,23269200;1,48258900
1,25269200;1,48258900
1,27269200;1,48258900
1,29269200;1,39530600
1,31269200;1,39530600
1,33269200;1,39530600
1,35269200;1,39530600
1,37269200;1,39530600
1,39269200;1,30771800
1,41269200;1,30771800
1,43269200;1,30771800
1,45269200;1,30771800
