Time;Channel A
(ns);(V)

-152,60071962;5,07309200
-132,60071974;5,07309200
-112,60071986;5,07309200
-92,60071998;5,07309200
-72,60072010;4,98550400
-52,60072022;5,07309200
-32,60072035;5,51103300
-12,60072047;5,59862000
7,39927941;4,72273900
27,39927929;4,28479900
47,39927917;3,93475200
67,39927905;3,23404600
87,39927893;3,14645800
107,39927880;2,79641100
127,39927868;2,70882300
147,39927856;2,44605900
167,39927844;2,35847000
187,39927832;2,09570600
207,39927820;1,92053000
227,39927807;1,74535400
247,39927795;1,57017700
267,39927783;1,48258900
287,39927771;1,39530600
307,39927759;1,30771800
327,39927747;1,13254200
347,39927735;1,04495400
367,39927722;0,95736560
387,39927710;0,86977750
407,39927698;0,78218940
427,39927686;0,78218940
447,39927674;0,69460130
467,39927662;0,69460130
487,39927649;0,60701320
507,39927637;0,60701320
527,39927625;0,51942500
547,39927613;0,60701320
567,39927601;0,43183690
587,39927589;0,43183690
607,39927576;0,43183690
627,39927564;0,34424880
647,39927552;0,34424880
667,39927540;0,34424880
687,39927528;0,34424880
707,39927516;0,34424880
727,39927504;0,34424880
747,39927491;0,25666070
767,39927479;0,34424880
787,39927467;0,25666070
807,39927455;0,25666070
827,39927443;0,25666070
847,39927431;0,25666070
867,39927418;0,16907250
887,39927406;0,25666070
907,39927394;0,16907250
