Time;Channel A
(us);(V)

-2,05426500;5,07309200
-2,03426500;5,07309200
-2,01426500;5,07309200
-1,99426500;5,07309200
-1,97426500;4,98550400
-1,95426500;5,07309200
-1,93426500;5,07309200
-1,91426500;5,07309200
-1,89426500;5,07309200
-1,87426500;5,07309200
-1,85426500;5,07309200
-1,83426500;5,07309200
-1,81426500;5,07309200
-1,79426500;5,07309200
-1,77426500;5,07309200
-1,75426500;5,07309200
-1,73426500;5,07309200
-1,71426500;5,07309200
-1,69426500;5,07309200
-1,67426500;5,07309200
-1,65426500;5,07309200
-1,63426500;5,07309200
-1,61426500;5,07309200
-1,59426500;5,07309200
-1,57426500;4,98550400
-1,55426500;5,07309200
-1,53426500;5,07309200
-1,51426500;4,98550400
-1,49426500;4,98550400
-1,47426500;5,07309200
-1,45426500;5,07309200
-1,43426500;5,07309200
-1,41426500;4,98550400
-1,39426500;5,07309200
-1,37426500;4,98550400
-1,35426500;5,07309200
-1,33426500;5,07309200
-1,31426500;4,98550400
-1,29426500;5,07309200
-1,27426500;5,07309200
-1,25426500;4,98550400
-1,23426500;5,07309200
-1,21426500;5,07309200
-1,19426500;5,07309200
-1,17426500;5,07309200
-1,15426500;5,07309200
-1,13426500;4,98550400
-1,11426500;5,07309200
-1,09426500;5,07309200
-1,07426500;5,07309200
-1,05426500;5,07309200
-1,03426500;5,07309200
-1,01426500;5,07309200
-0,99426500;5,07309200
-0,97426500;4,98550400
-0,95426500;5,07309200
-0,93426500;5,07309200
-0,91426500;5,07309200
-0,89426500;5,07309200
-0,87426500;5,07309200
-0,85426500;5,07309200
-0,83426500;5,07309200
-0,81426500;5,07309200
-0,79426500;5,07309200
-0,77426500;5,07309200
-0,75426500;5,07309200
-0,73426500;5,07309200
-0,71426500;5,07309200
-0,69426500;5,07309200
-0,67426500;4,98550400
-0,65426500;4,98550400
-0,63426500;5,07309200
-0,61426501;5,07309200
-0,59426501;5,07309200
-0,57426501;5,07309200
-0,55426501;5,07309200
-0,53426501;5,07309200
-0,51426501;5,07309200
-0,49426501;4,98550400
-0,47426501;5,07309200
-0,45426501;5,07309200
-0,43426501;4,98550400
-0,41426501;5,07309200
-0,39426501;5,07309200
-0,37426501;5,07309200
-0,35426501;5,07309200
-0,33426501;5,07309200
-0,31426501;4,98550400
-0,29426501;4,98550400
-0,27426501;5,07309200
-0,25426501;5,07309200
-0,23426501;5,07309200
-0,21426501;5,07309200
-0,19426501;5,07309200
-0,17426501;5,07309200
