Time;Channel A
(us);(V)

-2,05362699;5,07309200
-2,03362699;4,98550400
-2,01362699;5,07309200
-1,99362699;4,98550400
-1,97362699;5,07309200
-1,95362699;5,07309200
-1,93362699;5,07309200
-1,91362699;5,07309200
-1,89362699;5,07309200
-1,87362699;5,07309200
-1,85362699;5,07309200
-1,83362699;4,98550400
-1,81362699;5,07309200
-1,79362699;4,98550400
-1,77362699;5,07309200
-1,75362699;5,07309200
-1,73362699;5,07309200
-1,71362699;5,07309200
-1,69362699;5,07309200
-1,67362699;5,07309200
-1,65362699;5,07309200
-1,63362699;5,07309200
-1,61362699;5,07309200
-1,59362699;5,07309200
-1,57362699;4,98550400
-1,55362699;5,07309200
-1,53362699;5,07309200
-1,51362699;5,07309200
-1,49362699;5,07309200
-1,47362699;5,07309200
-1,45362699;5,07309200
-1,43362699;5,07309200
-1,41362699;5,07309200
-1,39362699;5,07309200
-1,37362699;5,07309200
-1,35362699;5,07309200
-1,33362699;5,07309200
-1,31362699;4,98550400
-1,29362699;5,07309200
-1,27362699;5,07309200
-1,25362699;5,07309200
-1,23362699;4,98550400
-1,21362699;5,07309200
-1,19362699;5,07309200
-1,17362699;5,07309200
-1,15362699;5,07309200
-1,13362699;4,98550400
-1,11362699;5,07309200
-1,09362699;5,07309200
-1,07362699;5,07309200
-1,05362699;5,07309200
-1,03362699;5,07309200
-1,01362699;5,07309200
-0,99362699;5,07309200
-0,97362699;5,07309200
-0,95362699;4,98550400
-0,93362699;5,07309200
-0,91362699;5,07309200
-0,89362699;4,98550400
-0,87362699;5,07309200
-0,85362699;5,07309200
-0,83362699;5,07309200
-0,81362699;5,07309200
-0,79362699;5,07309200
-0,77362699;5,07309200
-0,75362699;5,07309200
-0,73362699;5,07309200
-0,71362699;5,07309200
-0,69362699;5,07309200
-0,67362699;5,07309200
-0,65362699;5,07309200
-0,63362699;5,07309200
-0,61362699;5,07309200
-0,59362699;5,07309200
-0,57362699;4,98550400
-0,55362699;5,07309200
-0,53362700;5,07309200
-0,51362700;4,98550400
-0,49362700;5,07309200
-0,47362700;5,07309200
-0,45362700;5,07309200
-0,43362700;5,07309200
-0,41362700;5,07309200
-0,39362700;5,07309200
-0,37362700;5,07309200
-0,35362700;5,07309200
-0,33362700;4,98550400
-0,31362700;5,07309200
-0,29362700;5,07309200
-0,27362700;5,07309200
-0,25362700;5,07309200
-0,23362700;5,07309200
-0,21362700;5,07309200
-0,19362700;5,07309200
-0,17362700;5,07309200
