Time;Channel A
(ns);(V)

-157,72482698;5,07309200
-137,72482710;5,07309200
-117,72482722;5,07309200
-97,72482734;5,07309200
-77,72482746;5,07309200
-57,72482758;5,07309200
-37,72482771;4,98550400
-17,72482783;6,21143200
2,27517205;4,89791500
22,27517193;3,67198700
42,27517181;0,16907250
62,27517169;-0,88137450
82,27517156;-1,05655100
102,27517144;-0,09308145
122,27517132;-0,00579852
142,27517120;0,08148442
162,27517108;-0,00579852
182,27517096;0,16907250
202,27517084;0,08148442
222,27517071;0,08148442
242,27517059;0,08148442
262,27517047;0,08148442
282,27517035;0,08148442
302,27517023;0,08148442
322,27517011;0,08148442
342,27516998;0,08148442
362,27516986;0,08148442
382,27516974;0,08148442
402,27516962;0,16907250
422,27516950;-0,00579852
442,27516938;0,08148442
462,27516926;0,08148442
482,27516913;0,08148442
502,27516901;0,08148442
522,27516889;0,08148442
542,27516877;-0,00579852
562,27516865;0,16907250
582,27516853;-0,00579852
602,27516840;0,08148442
622,27516828;0,08148442
642,27516816;-0,00579852
662,27516804;0,08148442
682,27516792;0,08148442
702,27516780;0,08148442
722,27516767;0,08148442
742,27516755;0,16907250
762,27516743;0,08148442
782,27516731;0,08148442
802,27516719;0,08148442
822,27516707;0,08148442
842,27516695;0,08148442
862,27516682;0,08148442
882,27516670;0,08148442
902,27516658;0,08148442
