Time;Channel A
(ns);(V)

-149,70895279;5,07309200
-129,70895291;5,07309200
-109,70895303;5,07309200
-89,70895315;5,07309200
-69,70895328;4,98550400
-49,70895340;5,07309200
-29,70895352;5,77349100
-9,70895364;5,42344400
10,29104624;4,63515100
30,29104612;3,58439900
50,29104599;3,05887000
70,29104587;2,09570600
90,29104575;1,83294200
110,29104563;1,39530600
130,29104551;1,30771800
150,29104539;1,04495400
170,29104527;0,95736560
190,29104514;0,69460130
210,29104502;0,69460130
230,29104490;0,60701320
250,29104478;0,43183690
270,29104466;0,43183690
290,29104454;0,34424880
310,29104441;0,34424880
330,29104429;0,34424880
350,29104417;0,25666070
370,29104405;0,16907250
390,29104393;0,25666070
410,29104381;0,16907250
430,29104368;0,16907250
450,29104356;0,16907250
470,29104344;0,16907250
490,29104332;0,16907250
510,29104320;0,16907250
530,29104308;0,08148442
550,29104296;0,25666070
570,29104283;0,08148442
590,29104271;0,16907250
610,29104259;0,16907250
630,29104247;0,08148442
650,29104235;0,08148442
670,29104223;0,16907250
690,29104210;0,08148442
710,29104198;0,16907250
730,29104186;0,16907250
750,29104174;0,08148442
770,29104162;0,16907250
790,29104150;0,16907250
810,29104138;0,08148442
830,29104125;0,16907250
850,29104113;0,16907250
870,29104101;0,08148442
890,29104089;0,08148442
910,29104077;0,08148442
