Time;Channel A
(us);(V)

-10,00199973;-0,06369956
-10,00099973;-0,06369956
-9,99999973;-0,06369956
-9,99899973;-0,06369956
-9,99799973;-0,06369956
-9,99699973;-0,06369956
-9,99599973;-0,06369956
-9,99499973;-0,06369956
-9,99399973;-0,06369956
-9,99299973;-0,06369956
-9,99199973;-0,06369956
-9,99099973;-0,06369956
-9,98999973;-0,06369956
-9,98899973;-0,06369956
-9,98799973;-0,06369956
-9,98699973;-0,06369956
-9,98599973;-0,06369956
-9,98499973;-0,06369956
-9,98399973;-0,06369956
-9,98299973;-0,06369956
-9,98199973;-0,06369956
-9,98099973;-0,06369956
-9,97999973;-0,06369956
-9,97899973;-0,06369956
-9,97799973;-0,06369956
-9,97699973;-0,06369956
-9,97599973;-0,06369956
-9,97499973;-0,06369956
-9,97399973;-0,06369956
-9,97299973;-0,06369956
-9,97199973;-0,06369956
-9,97099973;-0,06369956
-9,96999973;-0,06369956
-9,96899973;-0,06369956
-9,96799973;-0,06369956
-9,96699973;-0,06369956
-9,96599973;-0,06369956
-9,96499973;-0,06369956
-9,96399973;-0,06369956
-9,96299973;-0,06369956
-9,96199973;-0,06369956
-9,96099973;-0,06369956
-9,95999973;-0,06369956
-9,95899973;-0,06369956
-9,95799973;-0,06369956
-9,95699973;-0,06369956
-9,95599973;-0,06369956
-9,95499973;-0,06369956
-9,95399973;-0,06369956
-9,95299973;-0,06369956
-9,95199973;-0,06369956
-9,95099973;-0,06369956
-9,94999973;-0,06369956
-9,94899973;-0,06369956
-9,94799973;-0,06369956
-9,94699973;-0,06369956
-9,94599973;-0,06369956
-9,94499973;-0,06369956
-9,94399973;-0,06369956
-9,94299973;-0,06369956
-9,94199973;-0,06369956
-9,94099973;-0,06369956
-9,93999973;-0,06369956
-9,93899973;-0,06369956
-9,93799973;-0,06369956
-9,93699973;-0,06369956
-9,93599973;-0,06369956
-9,93499973;-0,06369956
-9,93399973;-0,06369956
-9,93299973;-0,06369956
-9,93199973;-0,06369956
-9,93099973;-0,06369956
-9,92999973;-0,06369956
-9,92899973;-0,06369956
-9,92799973;-0,06369956
-9,92699973;-0,06369956
-9,92599973;-0,06369956
-9,92499973;-0,06369956
-9,92399973;-0,06369956
-9,92299973;-0,06369956
-9,92199973;-0,05096580
-9,92099973;-0,06369956
-9,91999973;-0,06369956
-9,91899973;-0,06369956
-9,91799973;-0,06369956
-9,91699973;-0,06369956
-9,91599973;-0,06369956
-9,91499973;-0,06369956
-9,91399973;-0,06369956
