Time;Channel A
(us);(V)

-0,55391200;5,07309200
-0,53391200;4,98550400
-0,51391200;5,07309200
-0,49391200;5,07309200
-0,47391200;5,07309200
-0,45391200;4,98550400
-0,43391200;5,07309200
-0,41391200;4,98550400
-0,39391200;4,98550400
-0,37391200;5,07309200
-0,35391200;5,07309200
-0,33391200;5,07309200
-0,31391200;5,07309200
-0,29391200;4,98550400
-0,27391200;4,98550400
-0,25391200;5,07309200
-0,23391200;5,07309200
-0,21391200;5,07309200
-0,19391200;5,07309200
-0,17391200;5,07309200
-0,15391200;5,07309200
-0,13391201;4,98550400
-0,11391201;5,07309200
-0,09391201;5,07309200
-0,07391201;4,98550400
-0,05391201;5,07309200
-0,03391201;5,07309200
-0,01391201;6,47419600
0,00608799;4,37238700
0,02608799;5,42344400
0,04608799;4,37238700
0,06608799;4,54756300
0,08608799;4,37238700
0,10608799;4,45997500
0,12608799;4,28479900
0,14608799;4,19751600
0,16608799;4,19751600
0,18608799;4,19751600
0,20608799;4,10992800
0,22608799;4,02233900
0,24608799;3,84716300
0,26608799;3,75957500
0,28608799;3,75957500
0,30608799;3,67198700
0,32608799;3,49681100
0,34608799;3,49681100
0,36608799;3,49681100
0,38608799;3,40922300
0,40608799;3,23404600
0,42608799;3,23404600
0,44608799;3,14645800
0,46608799;3,14645800
0,48608799;3,05887000
0,50608799;2,97128200
0,52608799;2,97128200
0,54608799;2,88369400
0,56608799;2,79641100
0,58608799;2,79641100
0,60608799;2,79641100
0,62608799;2,62123500
0,64608799;2,62123500
0,66608799;2,62123500
0,68608799;2,53364700
0,70608799;2,44605900
0,72608799;2,44605900
0,74608799;2,35847000
0,76608799;2,35847000
0,78608799;2,27088200
0,80608799;2,27088200
0,82608799;2,18329400
0,84608799;2,09570600
0,86608799;2,09570600
0,88608799;2,09570600
0,90608799;2,09570600
0,92608799;2,09570600
0,94608799;1,92053000
0,96608799;1,92053000
0,98608799;1,92053000
1,00608799;1,83294200
1,02608799;1,83294200
1,04608799;1,83294200
1,06608799;1,74535400
1,08608799;1,74535400
1,10608799;1,74535400
1,12608799;1,65776500
1,14608799;1,65776500
1,16608799;1,65776500
1,18608799;1,65776500
1,20608799;1,57017700
1,22608799;1,57017700
1,24608799;1,48258900
1,26608799;1,48258900
1,28608799;1,48258900
1,30608799;1,39530600
1,32608799;1,39530600
1,34608799;1,39530600
1,36608799;1,39530600
1,38608799;1,39530600
1,40608799;1,30771800
1,42608799;1,39530600
1,44608799;1,30771800
