Time (UTC +02:00 d/M/yyyy h:mm:ss tt),Frequency (B) (Hz),Peak to peak (A) (V),Peak to peak (B) (V),"Phase (B, A) (°)"
30/6/2024 3:07,1000.32,1.231239,1.250862,0.1023023
30/6/2024 3:07,1000.32,1.231239,1.250862,0.4089454
30/6/2024 3:07,1000.32,1.240028,1.241859,0.3069003
30/6/2024 3:07,999.9999,1.231239,1.250862,0.6140881
30/6/2024 3:07,1000.32,1.248817,1.259865,0.7166438
30/6/2024 3:07,1000.32,1.240028,1.241859,0.3069096
30/6/2024 3:07,999.9999,1.231239,1.241859,0.7158293
30/6/2024 3:07,1000,1.231239,1.241859,0.921485
30/6/2024 3:07,1000,1.231239,1.241859,0.7163861
30/6/2024 3:07,999.6801,1.231239,1.250862,0.2301885
30/6/2024 3:07,999.9999,1.231239,1.241859,0.61407
30/6/2024 3:07,999.9999,1.231239,1.241859,0.6135527
30/6/2024 3:07,999.9999,1.231239,1.241859,0.4092124
30/6/2024 3:07,999.9999,1.231239,1.241859,0.409211
30/6/2024 3:07,1000,1.231239,1.250862,0.1022987
30/6/2024 3:07,1000,1.240028,1.250862,0.3069131
30/6/2024 3:07,999.9999,1.231239,1.241859,0.6138304
30/6/2024 3:07,999.9999,1.231239,1.241859,0.8186752
30/6/2024 3:07,1000,1.240028,1.241859,0.7166578
30/6/2024 3:07,1000,1.240028,1.241859,0.2301729
30/6/2024 3:07,999.6801,1.231239,1.241859,0.4092075
30/6/2024 3:07,1000.32,1.240028,1.241859,0.6143422
30/6/2024 3:07,1000.32,1.231239,1.241859,0.8186813
30/6/2024 3:07,1000.32,1.231239,1.241859,0.5117773
30/6/2024 3:07,1000.32,1.240028,1.250862,0.2045987
30/6/2024 3:07,1000.32,1.231239,1.241859,0.6140927
30/6/2024 3:07,1000,1.240028,1.241859,0.4094558
30/6/2024 3:07,999.9999,1.231239,1.241859,0.4092203
30/6/2024 3:07,1000,1.240028,1.241859,1.023278
30/6/2024 3:07,999.9999,1.231239,1.241859,0.7163802
30/6/2024 3:07,1000.32,1.231239,1.241859,0.8184332
30/6/2024 3:07,1000,1.231239,1.241859,0.7166577
30/6/2024 3:07,999.9999,1.231239,1.241859,0.6140799
30/6/2024 3:07,1000.32,1.231239,1.241859,0.6140766
30/6/2024 3:07,1000.32,1.231239,1.241859,0.7166484
30/6/2024 3:07,999.6801,1.231239,1.250862,0.1022977
30/6/2024 3:07,999.9999,1.231239,1.241859,0.5115278
30/6/2024 3:07,999.9999,1.240028,1.241859,0.7166484
30/6/2024 3:07,999.9999,1.240028,1.241859,1.023555
30/6/2024 3:07,1000,1.231239,1.241859,0.9207036
30/6/2024 3:07,999.9999,1.231239,1.241859,0.3069003
30/6/2024 3:07,1000.32,1.231239,1.241859,0.6140892
30/6/2024 3:07,1000.32,1.240028,1.241859,0.8189577
30/6/2024 3:07,1000,1.231239,1.250862,0.3069002
30/6/2024 3:07,1000,1.231239,1.241859,0.6140706
30/6/2024 3:07,1000,1.231239,1.241859,0.7166286
30/6/2024 3:07,1000,1.231239,1.241859,0.7163828
30/6/2024 3:07,1000,1.231239,1.250862,0.3069108
30/6/2024 3:07,1000.32,1.231239,1.241859,0.9215176
30/6/2024 3:07,1000.32,1.240028,1.241859,0.6143236
30/6/2024 3:07,1000,1.231239,1.241859,0.1022977
30/6/2024 3:07,1000,1.231239,1.250862,0
30/6/2024 3:07,1000,1.231239,1.241859,0.7161207
30/6/2024 3:07,1000.32,1.231239,1.241859,0.5115197
30/6/2024 3:07,1000,1.231239,1.250862,0
30/6/2024 3:07,999.9999,1.231239,1.241859,0.7161275
30/6/2024 3:07,1000.32,1.240028,1.259865,1.843286
30/6/2024 3:07,999.9999,1.231239,1.241859,0.4092075
30/6/2024 3:07,1000.32,1.231239,1.241859,0.2298819
30/6/2024 3:07,999.9999,1.240028,1.241859,0.8189576
30/6/2024 3:07,999.9999,1.240028,1.241859,0.6140938
30/6/2024 3:07,999.6801,1.231239,1.241859,0.7168968
30/6/2024 3:07,1000.32,1.231239,1.241859,0.511515
30/6/2024 3:07,999.6801,1.240028,1.241859,0.6140752
30/6/2024 3:07,999.9999,1.240028,1.241859,0.5115278
30/6/2024 3:07,1000,1.240028,1.241859,0.716369
30/6/2024 3:07,999.9999,1.240028,1.241859,0.8189404
30/6/2024 3:07,1000,1.240028,1.259865,0.81922
30/6/2024 3:07,1000,1.231239,1.241859,0.6143422
30/6/2024 3:07,1000.32,1.231239,1.241859,0.6140845
30/6/2024 3:07,999.9999,1.240028,1.241859,0.7161344
30/6/2024 3:07,999.9999,1.231239,1.241859,0.5117866
30/6/2024 3:07,1000.32,1.231239,1.241859,0.6140766
30/6/2024 3:07,999.9999,1.240028,1.241859,0.7163943
30/6/2024 3:07,1000.32,1.231239,1.241859,0.6140845
30/6/2024 3:07,999.9999,1.231239,1.241859,0.8186834
30/6/2024 3:07,1000,1.231239,1.241859,0.5117819
30/6/2024 3:07,1000.32,1.231239,1.241859,0.8186914
