Time (UTC +02:00 d/M/yyyy h:mm:ss tt),Frequency (B) (Hz),Peak to peak (A) (V),Peak to peak (B) (V),"Phase (B, A) (°)"
30/6/2024 2:56,3500.593,0.5327768,0.5488754,8.630311
30/6/2024 2:56,3500.593,0.5283669,0.5488754,9.201814
30/6/2024 2:56,3499.671,0.5283669,0.5488754,9.484502
30/6/2024 2:56,3500.593,0.5327768,0.5533769,8.531494
30/6/2024 2:56,3499.671,0.5327768,0.5533769,9.201808
30/6/2024 2:56,3499.671,0.5327768,0.5488754,9.29374
30/6/2024 2:56,3500.593,0.5327768,0.5533769,9.487034
30/6/2024 2:56,3499.671,0.5327768,0.5488754,9.582404
30/6/2024 2:56,3500.593,0.5283669,0.5488754,9.009349
30/6/2024 2:56,3499.671,0.5283669,0.5443739,8.6269
30/6/2024 2:56,3499.671,0.5283669,0.5533769,9.011044
30/6/2024 2:56,3499.671,0.5327768,0.5533769,8.913095
30/6/2024 2:56,3499.671,0.5327768,0.5533769,9.199255
30/6/2024 2:56,3500.593,0.5283669,0.5488754,9.483626
30/6/2024 2:56,3500.593,0.5327768,0.5533769,8.915647
30/6/2024 2:56,3500.593,0.5327768,0.5578784,8.629453
30/6/2024 2:56,3499.671,0.5327769,0.5488754,10.24314
30/6/2024 2:56,3499.671,0.5327768,0.5488754,9.58155
30/6/2024 2:56,3999.933,0.5283669,0.5488754,10.77193
30/6/2024 2:56,3999.933,0.5371868,0.5533769,9.824254
30/6/2024 2:56,3999.933,0.5327768,0.5488754,10.77484
30/6/2024 2:56,3999.933,0.5327768,0.5533769,10.01169
30/6/2024 2:56,3999.933,0.5283669,0.5578784,10.01365
30/6/2024 2:56,3999.933,0.5327768,0.5488754,10.67781
30/6/2024 2:56,4001.011,0.5327768,0.5533769,10.01558
30/6/2024 2:56,3999.933,0.5327768,0.5488754,10.87103
30/6/2024 2:56,3999.933,0.5283669,0.5488754,11.0573
30/6/2024 2:56,4001.011,0.5371868,0.5578784,9.918463
30/6/2024 2:56,3999.933,0.5327768,0.5488754,10.77193
30/6/2024 2:56,4001.011,0.5283669,0.5488754,10.86901
30/6/2024 2:56,4001.011,0.5283669,0.5488754,10.96512
30/6/2024 2:56,3999.933,0.5371715,0.5578784,9.164732
30/6/2024 2:56,3999.933,0.5327768,0.5533769,10.01266
30/6/2024 2:56,3999.933,0.5327768,0.5533769,10.01362
30/6/2024 2:56,3999.933,0.5283669,0.5488754,10.96413
30/6/2024 2:56,3999.933,0.5371868,0.5488754,10.68074
30/6/2024 2:56,4001.011,0.5283669,0.5533769,10.86996
30/6/2024 2:56,3999.933,0.5327768,0.5533769,10.01559
30/6/2024 2:56,3999.933,0.5327768,0.5578784,12.1913
30/6/2024 2:56,4500.524,0.5415815,0.5533769,11.96786
30/6/2024 2:56,4500.524,0.5327769,0.5488754,13.1943
30/6/2024 2:56,4500.524,0.5327769,0.5533769,11.96574
30/6/2024 2:56,4500.524,0.5459914,0.5668813,13.19532
30/6/2024 2:56,4500.524,0.5327769,0.5488754,13.38342
30/6/2024 2:56,4500.524,0.5327768,0.5578784,11.58739
30/6/2024 2:56,4500.524,0.5283669,0.5488754,12.25203
30/6/2024 2:56,4499.346,0.5283669,0.5533769,11.40039
30/6/2024 2:56,4500.524,0.5283669,0.5578784,11.87386
30/6/2024 2:56,4500.524,0.5327768,0.5488754,11.96785
30/6/2024 2:56,4500.524,0.5371868,0.5533769,11.68472
30/6/2024 2:56,4500.524,0.5327768,0.5578784,11.49446
30/6/2024 2:56,4500.524,0.5283669,0.5623798,11.02303
30/6/2024 2:56,4500.524,0.5327768,0.5533769,11.39928
30/6/2024 2:56,4500.524,0.5283669,0.5488754,12.06298
30/6/2024 2:56,4500.524,0.5327768,0.5533769,12.1548
30/6/2024 2:56,4499.346,0.5327768,0.5578784,12.15476
30/6/2024 2:56,4499.346,0.5327768,0.5488754,11.86727
30/6/2024 2:56,4499.346,0.5371868,0.5713828,11.49444
30/6/2024 2:56,4499.346,0.5327768,0.5488754,12.15481
30/6/2024 2:56,4500.524,0.5327768,0.5578784,12.25203
30/6/2024 2:56,4500.524,0.5327768,0.5533769,11.21225
30/6/2024 2:56,4500.524,0.5327768,0.5533769,11.86956
30/6/2024 2:56,5000.164,0.5371715,0.5578784,12.88326
30/6/2024 2:56,5000.164,0.5283669,0.5578784,12.88207
30/6/2024 2:56,5000.164,0.5283669,0.5623798,12.69483
30/6/2024 2:56,5000.164,0.5327768,0.5578784,13.63648
30/6/2024 2:56,5000.164,0.5327768,0.5623798,12.88209
30/6/2024 2:56,5001.47,0.5283669,0.5578784,13.91896
30/6/2024 2:56,5000.164,0.5327769,0.5578784,14.94629
30/6/2024 2:56,5000.164,0.5371715,0.5578784,12.60066
30/6/2024 2:56,5000.164,0.5283669,0.5623798,13.16567
30/6/2024 2:56,5000.164,0.5283669,0.5578784,13.91534
30/6/2024 2:56,5001.47,0.5283669,0.5578784,13.16578
30/6/2024 2:56,5000.164,0.5283669,0.5578784,13.07159
30/6/2024 2:56,5000.164,0.5283669,0.5533769,12.88212
30/6/2024 2:56,5000.164,0.5327769,0.5578784,13.72818
30/6/2024 2:56,5000.164,0.5283669,0.5578784,12.88325
30/6/2024 2:56,5000.164,0.5283669,0.5578784,12.69369
30/6/2024 2:56,5000.164,0.5283669,0.5578784,13.6341
30/6/2024 2:56,5000.164,0.5283669,0.5578784,13.44828
30/6/2024 2:56,4998.857,0.5371715,0.5578784,12.32154
30/6/2024 2:56,5000.164,0.5283669,0.5578784,13.1645
30/6/2024 2:56,5000.164,0.5283669,0.5623798,13.5447
30/6/2024 2:56,5397.061,0.5327768,0.5668813,14.37558
30/6/2024 2:56,5500.326,0.5283669,0.5623798,14.73331
30/6/2024 2:56,5500.326,0.5283669,0.5668813,15.48508
30/6/2024 2:56,5500.326,0.5327768,0.5578784,15.5815
30/6/2024 2:56,5500.326,0.5283669,0.5623798,14.73335
30/6/2024 2:56,5500.326,0.5283669,0.5668813,14.92468
30/6/2024 2:56,5500.326,0.5283669,0.5668813,15.48388
30/6/2024 2:56,5500.326,0.5283669,0.5623798,14.83093
30/6/2024 2:56,5500.326,0.5327769,0.5668813,16.79937
30/6/2024 2:56,5500.326,0.5283669,0.5623798,14.45433
30/6/2024 2:56,5500.326,0.5327768,0.5668813,15.39257
30/6/2024 2:56,5500.326,0.5327768,0.5623798,13.42006
30/6/2024 2:56,5500.326,0.5283669,0.5623798,15.39249
30/6/2024 2:56,5500.326,0.5283669,0.5623798,14.92229
30/6/2024 2:56,5500.326,0.5283669,0.5623798,14.73583
30/6/2024 2:56,5500.326,0.5283669,0.5668813,15.48642
30/6/2024 2:56,5500.326,0.5327768,0.5668813,14.91972
30/6/2024 2:57,5500.326,0.5283669,0.5623798,15.01211
30/6/2024 2:57,5500.326,0.5327769,0.5623798,16.23724
30/6/2024 2:57,5500.326,0.5327768,0.5623798,15.67404
30/6/2024 2:57,5500.326,0.5283669,0.5668813,15.67388
30/6/2024 2:57,5500.326,0.5327768,0.5668813,15.48875
30/6/2024 2:57,5500.326,0.5327768,0.5713828,14.5481
30/6/2024 2:57,6000.228,0.5283669,0.5713828,16.77318
30/6/2024 2:57,6000.228,0.5283669,0.5668813,16.21332
30/6/2024 2:57,6001.79,0.5283669,0.5713828,16.40232
30/6/2024 2:57,6000.228,0.5283669,0.5713828,16.49465
30/6/2024 2:57,6000.228,0.5327768,0.5668813,17.0588
30/6/2024 2:57,6000.228,0.5283669,0.5668813,17.42683
30/6/2024 2:57,6000.228,0.5283669,0.5668813,17.1456
30/6/2024 2:57,6000.228,0.5327768,0.5713828,16.76884
30/6/2024 2:57,6000.228,0.5327768,0.5758843,16.8682
30/6/2024 2:57,6000.228,0.5283669,0.5713828,16.68364
30/6/2024 2:57,6000.228,0.5283669,0.5758843,16.77312
30/6/2024 2:57,6000.228,0.5283669,0.5668813,17.14537
30/6/2024 2:57,6000.228,0.5327768,0.5668813,17.33301
30/6/2024 2:57,6000.228,0.5283669,0.5623798,16.49191
30/6/2024 2:57,6000.228,0.5283669,0.5758843,16.5856
30/6/2024 2:57,6000.228,0.5327768,0.5668813,16.86682
30/6/2024 2:57,6001.79,0.5283669,0.5623798,16.67796
30/6/2024 2:57,6000.228,0.5327768,0.5668813,17.15246
30/6/2024 2:57,6000.228,0.5327768,0.5668813,17.42685
30/6/2024 2:57,6000.228,0.5283669,0.5713828,16.2105
30/6/2024 2:57,6000.228,0.5327768,0.5668813,16.49458
30/6/2024 2:57,6500.26,0.5327768,0.5713828,18.34375
30/6/2024 2:57,6500.26,0.5283669,0.5803705,18.34223
30/6/2024 2:57,6500.26,0.5283669,0.5758843,18.25324
30/6/2024 2:57,6500.26,0.5327769,0.5803705,19.1809
30/6/2024 2:57,6500.26,0.5327768,0.5713828,18.15504
30/6/2024 2:57,6500.26,0.5327768,0.5668813,18.90126
30/6/2024 2:57,6500.26,0.5327768,0.5713828,18.05998
30/6/2024 2:57,6500.26,0.5327768,0.5713828,18.43295
30/6/2024 2:57,6500.26,0.5283669,0.5713828,18.52817
30/6/2024 2:57,6500.26,0.5283669,0.5668813,18.80603
30/6/2024 2:57,6500.26,0.5327768,0.5668813,18.90125
30/6/2024 2:57,6500.26,0.5327768,0.575869,18.6217
30/6/2024 2:57,6500.26,0.5371868,0.5803705,17.31691
30/6/2024 2:57,6500.26,0.5283669,0.5668813,18.62169
30/6/2024 2:57,6500.26,0.5283669,0.5668813,18.9936
30/6/2024 2:57,6500.26,0.5283669,0.5713828,18.25018
30/6/2024 2:57,6501.95,0.5283669,0.5668813,18.99958
30/6/2024 2:57,6500.26,0.5283669,0.5668813,18.7125
30/6/2024 2:57,6500.26,0.5283669,0.5713828,18.3393
30/6/2024 2:57,6500.26,0.5327768,0.5668813,18.71396
30/6/2024 2:57,6500.26,0.5283669,0.5713828,18.06294
30/6/2024 2:57,6508.722,0.5283669,0.5713828,18.26726
30/6/2024 2:57,7000.812,0.5239723,0.5758843,20.00806
30/6/2024 2:57,7000.812,0.5283669,0.5803705,20.28739
30/6/2024 2:57,7000.812,0.5283669,0.575869,20.18919
30/6/2024 2:57,7000.812,0.5283669,0.5803705,19.90991
30/6/2024 2:57,7000.812,0.5283669,0.5713828,20.28586
30/6/2024 2:57,7000.812,0.5327768,0.5803705,20.00142
30/6/2024 2:57,7000.812,0.5283669,0.5713828,20.47364
30/6/2024 2:57,7000.812,0.5327768,0.5803705,18.411
30/6/2024 2:57,6998.994,0.5327768,0.5803705,20.10116
30/6/2024 2:57,7000.812,0.5283669,0.5848567,19.35685
30/6/2024 2:57,7000.812,0.5283669,0.5758843,19.35514
30/6/2024 2:57,7000.812,0.5371868,0.5803705,19.54285
30/6/2024 2:57,7000.812,0.5327768,0.5758843,19.54285
30/6/2024 2:57,7000.812,0.5327768,0.5758843,19.63586
30/6/2024 2:57,7000.812,0.5283669,0.5758843,19.63585
30/6/2024 2:57,7000.812,0.5327768,0.575869,20.09607
30/6/2024 2:57,6998.994,0.5327769,0.5758843,20.5668
30/6/2024 2:57,7000.812,0.5283669,0.575869,20.46858
30/6/2024 2:57,7000.812,0.5283669,0.5758843,20.10119
30/6/2024 2:57,7000.812,0.5283669,0.5713828,19.44476
30/6/2024 2:57,6998.994,0.5327768,0.5758843,19.44983
30/6/2024 2:57,7500.325,0.5283669,0.5893582,20.26884
30/6/2024 2:57,7500.325,0.5283669,0.584872,21.65975
30/6/2024 2:57,7500.325,0.5283669,0.5803705,21.47451
30/6/2024 2:57,7500.325,0.5327768,0.5848567,21.38081
30/6/2024 2:57,7500.325,0.5327768,0.584872,21.9416
30/6/2024 2:57,7500.325,0.5327768,0.584872,21.94171
30/6/2024 2:57,7498.379,0.5283669,0.5893582,20.17723
30/6/2024 2:57,7500.325,0.5283669,0.584872,22.40944
30/6/2024 2:57,7500.325,0.5283669,0.5893582,21.28947
30/6/2024 2:57,7500.325,0.5283669,0.5803705,21.38258
30/6/2024 2:57,7500.325,0.5283669,0.5938597,21.56791
30/6/2024 2:57,7500.325,0.5283669,0.5893582,21.2908
30/6/2024 2:57,7500.325,0.5283669,0.5803705,21.38086
30/6/2024 2:57,7500.325,0.5283669,0.5938597,21.28936
30/6/2024 2:57,7500.325,0.5283669,0.5848567,21.19927
30/6/2024 2:57,7502.271,0.5283669,0.5803705,21.66121
30/6/2024 2:57,7500.325,0.5327769,0.5848567,22.69023
30/6/2024 2:57,7500.325,0.5327769,0.5893735,23.34393
30/6/2024 2:57,7500.325,0.5327768,0.5848567,21.56246
30/6/2024 2:57,7500.325,0.5327768,0.5803705,21.38431
30/6/2024 2:57,7502.271,0.5283669,0.584872,21.94168
30/6/2024 2:57,7500.325,0.5283669,0.5803705,21.56778
30/6/2024 2:57,7998.801,0.5283669,0.5938597,24.3526
30/6/2024 2:57,8000.876,0.5283669,0.5893582,23.13768
30/6/2024 2:57,8000.876,0.5283669,0.584872,23.70131
30/6/2024 2:57,8000.876,0.5283669,0.5938597,23.32942
30/6/2024 2:57,7998.801,0.5283669,0.5938597,23.51534
30/6/2024 2:57,8000.876,0.5283669,0.5938597,23.05057
30/6/2024 2:57,8000.875,0.5283669,0.584872,23.88154
30/6/2024 2:57,8000.875,0.5283669,0.5983611,23.1435
30/6/2024 2:57,8000.876,0.5283669,0.5893582,22.86477
30/6/2024 2:57,8000.876,0.5283669,0.5938597,23.41909
30/6/2024 2:57,8000.876,0.5327768,0.5893582,23.32941
30/6/2024 2:57,8000.876,0.5283669,0.5893582,23.23484
30/6/2024 2:57,8000.876,0.5283669,0.5938597,23.6025
30/6/2024 2:57,7998.801,0.5239723,0.5938597,22.9577
30/6/2024 2:57,8000.876,0.5327768,0.5893582,23.42239
30/6/2024 2:57,8000.875,0.5283669,0.5893582,23.14176
30/6/2024 2:57,8000.875,0.5283669,0.5938597,23.70132
30/6/2024 2:57,7998.801,0.5327768,0.5893582,23.51534
30/6/2024 2:57,7998.801,0.5283669,0.5938597,23.0506
30/6/2024 2:57,8000.876,0.5239723,0.5893582,23.32357
30/6/2024 2:57,8000.876,0.5283669,0.5893582,22.95589
30/6/2024 2:57,8000.875,0.5283669,0.5938597,23.79434
30/6/2024 2:57,8500.647,0.5327768,0.5983611,25.54436
30/6/2024 2:57,8500.647,0.5283669,0.5983611,25.36078
30/6/2024 2:57,8500.648,0.5283669,0.6073641,25.45566
30/6/2024 2:57,8500.647,0.5283669,0.5983611,25.45399
30/6/2024 2:57,8500.648,0.5239723,0.5983611,25.36246
30/6/2024 2:57,8500.648,0.5283669,0.5983611,25.26928
30/6/2024 2:57,8500.647,0.5283669,0.6028626,26.29486
30/6/2024 2:57,8500.647,0.5283669,0.5983611,25.07673
30/6/2024 2:57,8500.647,0.5327768,0.5983611,25.26761
30/6/2024 2:57,8500.648,0.5283669,0.6028626,25.92009
30/6/2024 2:57,8500.647,0.5283669,0.5983611,25.17612
30/6/2024 2:57,8500.647,0.5283669,0.5983611,25.82856
30/6/2024 2:57,8500.647,0.5283669,0.6028626,26.10833
30/6/2024 2:57,8500.648,0.5239723,0.6028626,25.92348
30/6/2024 2:57,8500.647,0.5283669,0.6028626,26.01337
30/6/2024 2:57,8500.647,0.5283669,0.5983611,25.08296
30/6/2024 2:57,8500.647,0.5283669,0.6028627,25.26761
30/6/2024 2:57,8498.446,0.5327768,0.6028627,24.99146
30/6/2024 2:57,8500.648,0.5327768,0.6028626,26.47966
30/6/2024 2:57,8500.647,0.5283822,0.6028626,25.5455
30/6/2024 2:57,8500.647,0.5327768,0.5983611,25.26932
30/6/2024 2:57,8500.647,0.5283669,0.5983611,25.08296
30/6/2024 2:57,8500.647,0.5283669,0.6028627,25.36418
30/6/2024 2:57,9001.974,0.5283669,0.6163671,27.73216
30/6/2024 2:57,8999.644,0.5283669,0.6163671,27.91769
30/6/2024 2:57,8999.644,0.5283669,0.6208686,28.2023
30/6/2024 2:57,9001.974,0.5327768,0.6118656,26.90564
30/6/2024 2:57,9001.974,0.5283669,0.6073641,27.6416
30/6/2024 2:57,8999.644,0.5283669,0.6028626,28.11031
30/6/2024 2:57,8999.644,0.5371715,0.6163671,25.89464
30/6/2024 2:57,8999.644,0.5283669,0.6118656,27.27358
30/6/2024 2:57,9001.974,0.5327769,0.6163671,29.22991
30/6/2024 2:57,9001.974,0.5371715,0.6073641,26.72171
30/6/2024 2:57,8999.644,0.5239723,0.6073641,27.82566
30/6/2024 2:57,8999.644,0.5283669,0.6118656,27.74007
30/6/2024 2:57,8999.644,0.5327768,0.6073641,27.83208
