Time (UTC +02:00 d/M/yyyy h:mm:ss tt),Frequency (B) (Hz),Peak to peak (A) (V),Peak to peak (B) (V),"Phase (A, B) (°)"
26/6/2024 1:25:11 PM,38502.46,0.2461501,0.4017151,46.21387
26/6/2024 1:25:11 PM,38502.46,0.2461501,0.4017151,46.42134
26/6/2024 1:25:11 PM,38502.46,0.2443556,0.4017151,46.6284
26/6/2024 1:25:11 PM,38502.46,0.2443556,0.4017151,46.8351
26/6/2024 1:25:11 PM,38502.46,0.2461501,0.4017151,47.04173
26/6/2024 1:25:11 PM,38502.46,0.2461501,0.4017151,45.27747
26/6/2024 1:25:11 PM,38501.75,0.2443556,0.4017151,46.4212
26/6/2024 1:25:12 PM,38502.46,0.2461501,0.4017151,46.93839
26/6/2024 1:25:12 PM,38922.42,0.2461501,0.4017151,46.84849
26/6/2024 1:25:12 PM,39002.5,0.2443556,0.3972442,48.2919
26/6/2024 1:25:12 PM,39002.5,0.2443556,0.4016999,47.96855
26/6/2024 1:25:12 PM,39002.5,0.2443556,0.3972442,48.27427
26/6/2024 1:25:12 PM,39002.5,0.2461501,0.4017151,46.84165
26/6/2024 1:25:12 PM,39002.5,0.2443556,0.3972442,48.19009
26/6/2024 1:25:12 PM,39002.5,0.2461501,0.3972442,47.98621
26/6/2024 1:25:12 PM,39002.5,0.2479507,0.3972442,48.86594
26/6/2024 1:25:12 PM,38992.42,0.2443556,0.3972442,46.96208
26/6/2024 1:25:12 PM,39002.5,0.2461501,0.3972442,47.45743
26/6/2024 1:25:12 PM,39002.5,0.2443556,0.3972442,47.96853
26/6/2024 1:25:12 PM,39002.5,0.2443556,0.3972442,48.17244
26/6/2024 1:25:12 PM,39002.42,0.2443556,0.3972442,47.64449
26/6/2024 1:25:12 PM,39002.5,0.2425611,0.3972442,47.57741
26/6/2024 1:25:12 PM,39002.5,0.2443556,0.3972442,48.1901
26/6/2024 1:25:13 PM,39002.5,0.2443556,0.3972442,48.08818
26/6/2024 1:25:13 PM,39382.77,0.2461501,0.3972442,44.41945
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3927732,45.50214
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3972442,46.52401
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3927732,45.29696
26/6/2024 1:25:13 PM,39492.97,0.2443556,0.3927732,45.60457
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3927732,45.60454
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3927732,45.60458
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3927732,45.09158
26/6/2024 1:25:13 PM,39492.97,0.2443556,0.3927732,45.39954
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3927732,45.70705
26/6/2024 1:25:13 PM,39502.53,0.2461501,0.3927732,45.39957
26/6/2024 1:25:13 PM,39502.53,0.2461501,0.3972442,46.62594
26/6/2024 1:25:13 PM,39502.53,0.2443556,0.3972442,46.93102
26/6/2024 1:25:13 PM,39492.97,0.2443556,0.3927732,45.39955
26/6/2024 1:25:13 PM,39502.53,0.2461501,0.3972442,47.03258
26/6/2024 1:25:14 PM,39502.53,0.2461501,0.3927732,44.47401
26/6/2024 1:25:14 PM,40002.56,0.2497452,0.3883175,46.09314
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3927732,44.5732
26/6/2024 1:25:14 PM,40002.56,0.2461501,0.3927732,44.36962
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3927732,44.06373
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3927732,44.36961
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3883175,46.39543
26/6/2024 1:25:14 PM,40002.56,0.2461501,0.3883175,45.79024
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3883175,45.58794
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3883175,45.79025
26/6/2024 1:25:14 PM,40002.56,0.2461501,0.3883175,44.87822
26/6/2024 1:25:14 PM,40003.77,0.2461501,0.3927732,44.06377
26/6/2024 1:25:14 PM,40003.77,0.2443556,0.3883175,45.58797
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3883175,45.9922
26/6/2024 1:25:14 PM,40002.56,0.2443556,0.3927732,44.26772
26/6/2024 1:25:14 PM,40003.77,0.2443556,0.3927732,44.47142
26/6/2024 1:25:15 PM,40002.56,0.2443556,0.3927732,44.2677
26/6/2024 1:25:15 PM,40023.05,0.2461501,0.3883175,45.48672
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3883175,44.97096
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3838618,43.05626
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3883175,44.66991
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3838618,43.2586
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3883175,44.36829
26/6/2024 1:25:15 PM,40502.59,0.2479507,0.3838618,41.9401
26/6/2024 1:25:15 PM,40504.44,0.2443556,0.3883175,44.66989
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3883175,44.77029
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3838618,43.35978
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3883175,44.77032
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3883175,44.66989
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3838618,43.35978
26/6/2024 1:25:15 PM,40502.59,0.2443556,0.3883175,44.56939
26/6/2024 1:25:15 PM,40502.59,0.2461501,0.3838618,43.25868
26/6/2024 1:25:16 PM,40502.59,0.2461501,0.3883175,44.77032
26/6/2024 1:25:16 PM,40502.59,0.2443556,0.3883175,44.66998
26/6/2024 1:25:16 PM,41002.63,0.2443556,0.3838618,42.47031
26/6/2024 1:25:16 PM,41002.63,0.2461501,0.3838618,41.96856
26/6/2024 1:25:16 PM,40994.6,0.2443556,0.3838618,42.26971
26/6/2024 1:25:16 PM,41002.63,0.2479507,0.3793908,42.67059
26/6/2024 1:25:16 PM,41002.63,0.2443556,0.3793908,42.16936
26/6/2024 1:25:16 PM,41002.63,0.2479446,0.3822626,41.56655
26/6/2024 1:25:16 PM,41002.63,0.2479446,0.3858516,42.26972
26/6/2024 1:25:16 PM,41002.63,0.2443556,0.3804682,41.66702
26/6/2024 1:25:16 PM,41002.63,0.2479446,0.3822626,42.16926
26/6/2024 1:25:16 PM,41002.63,0.2461501,0.3804682,41.96848
26/6/2024 1:25:16 PM,41002.63,0.2461501,0.3838618,42.37009
26/6/2024 1:25:16 PM,41002.63,0.2479507,0.3838618,41.3653
26/6/2024 1:25:16 PM,41002.63,0.2461501,0.3838618,40.86162
26/6/2024 1:25:16 PM,40994.6,0.2443556,0.3838618,42.47029
26/6/2024 1:25:16 PM,41002.63,0.2443556,0.3838618,42.06898
26/6/2024 1:25:17 PM,40994.6,0.2443556,0.3804682,41.66704
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3786737,41.00264
26/6/2024 1:25:17 PM,41502.66,0.2497452,0.3786737,39.40641
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3822626,41.20165
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3804682,40.50452
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3786737,40.50454
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3786737,40.40481
26/6/2024 1:25:17 PM,41502.66,0.2443556,0.3768792,40.50454
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3768792,40.70385
26/6/2024 1:25:17 PM,41505.79,0.2443556,0.3804682,40.50455
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3768792,39.40644
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3768792,40.50451
26/6/2024 1:25:17 PM,41495.14,0.2461501,0.3768792,40.7039
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3786737,40.50455
26/6/2024 1:25:17 PM,41502.66,0.2479507,0.3768792,39.20648
26/6/2024 1:25:17 PM,41502.66,0.2461501,0.3768792,40.30508
26/6/2024 1:25:18 PM,41495.14,0.2443556,0.3768792,40.40487
26/6/2024 1:25:18 PM,41995.69,0.2461501,0.3750847,39.46475
26/6/2024 1:25:18 PM,42006.46,0.2443556,0.3750847,39.76089
26/6/2024 1:25:18 PM,42002.69,0.2461501,0.3786737,39.95824
26/6/2024 1:25:18 PM,42002.69,0.2479507,0.3750847,38.67417
26/6/2024 1:25:18 PM,42002.69,0.2443556,0.3750847,39.46466
26/6/2024 1:25:18 PM,42002.69,0.2443556,0.3750847,39.16836
26/6/2024 1:25:18 PM,42002.69,0.2461501,0.3750847,38.37739
26/6/2024 1:25:18 PM,42002.69,0.2461501,0.3750847,39.85955
26/6/2024 1:25:18 PM,41995.69,0.2443556,0.3750847,39.76092
26/6/2024 1:25:18 PM,42002.69,0.2461501,0.3750847,39.26725
26/6/2024 1:25:18 PM,42002.69,0.2443556,0.3786737,40.05689
26/6/2024 1:25:18 PM,42006.46,0.2443556,0.3750847,39.56345
26/6/2024 1:25:18 PM,42002.69,0.2479507,0.3750847,40.25402
26/6/2024 1:25:18 PM,42002.69,0.2479446,0.3786737,39.56346
26/6/2024 1:25:19 PM,41995.69,0.2461501,0.3750847,39.56351
26/6/2024 1:25:19 PM,42002.69,0.2461501,0.3804682,37.98153
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3714957,38.74055
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3714957,38.34951
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3714957,38.5449
26/6/2024 1:25:19 PM,42502.72,0.2479507,0.3697012,39.32643
26/6/2024 1:25:19 PM,42502.72,0.2461501,0.3714957,38.44727
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3697012,38.34939
26/6/2024 1:25:19 PM,42496.23,0.2443556,0.3697012,38.44732
26/6/2024 1:25:19 PM,42502.72,0.2461501,0.3714957,37.76245
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3732902,39.32653
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3750847,39.52165
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3697012,38.25164
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3714957,38.44715
26/6/2024 1:25:19 PM,42502.72,0.2461501,0.3732902,38.83811
26/6/2024 1:25:19 PM,42502.72,0.2461501,0.3732902,38.54492
26/6/2024 1:25:19 PM,42502.72,0.2443556,0.3714957,38.34935
26/6/2024 1:25:20 PM,42502.72,0.2461501,0.3714957,38.15375
26/6/2024 1:25:20 PM,42996.78,0.2461501,0.3679067,38.12892
26/6/2024 1:25:20 PM,43002.75,0.2443556,0.3679067,37.83879
26/6/2024 1:25:20 PM,43002.75,0.2479446,0.3697012,37.93544
26/6/2024 1:25:20 PM,43002.75,0.2443556,0.3697012,37.4519
26/6/2024 1:25:20 PM,43002.75,0.2443556,0.3661123,37.54861
26/6/2024 1:25:20 PM,43002.75,0.2479446,0.3697012,37.35514
26/6/2024 1:25:20 PM,43002.75,0.2461501,0.3679067,38.22551
26/6/2024 1:25:20 PM,43002.75,0.2443556,0.3679067,37.74207
26/6/2024 1:25:20 PM,43002.75,0.2443556,0.3697012,37.64537
26/6/2024 1:25:20 PM,43002.75,0.2461501,0.3697012,37.93549
26/6/2024 1:25:20 PM,43002.75,0.2461501,0.3679067,37.45178
26/6/2024 1:25:20 PM,43007.8,0.2461501,0.3714957,38.41891
26/6/2024 1:25:20 PM,43002.75,0.2443556,0.3679067,37.54863
26/6/2024 1:25:21 PM,43002.75,0.2443556,0.3697012,37.35513
26/6/2024 1:25:21 PM,43452.78,0.2497452,0.3661123,37.07109
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,37.0773
26/6/2024 1:25:21 PM,43502.79,0.2443556,0.3679067,37.19202
26/6/2024 1:25:21 PM,43502.79,0.2443556,0.3661123,37.30665
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,37.7662
26/6/2024 1:25:21 PM,43502.79,0.2443556,0.3661123,36.84826
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,36.84828
26/6/2024 1:25:21 PM,43502.79,0.2479446,0.3661123,37.19201
26/6/2024 1:25:21 PM,43502.79,0.2479446,0.3661123,36.96278
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,37.19195
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,36.61937
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,35.49726
26/6/2024 1:25:21 PM,43502.79,0.2443556,0.3679067,37.07738
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,37.19201
26/6/2024 1:25:21 PM,43502.79,0.2461501,0.3661123,37.30675
26/6/2024 1:25:21 PM,43502.79,0.2479446,0.3661123,37.30674
26/6/2024 1:25:22 PM,43502.79,0.2479507,0.3661123,37.99626
26/6/2024 1:25:22 PM,44002.82,0.2461501,0.3661123,37.78154
26/6/2024 1:25:22 PM,44002.82,0.2443556,0.3661123,36.97776
26/6/2024 1:25:22 PM,44002.82,0.2461501,0.3643178,36.29126
26/6/2024 1:25:22 PM,43997.87,0.2461501,0.3643178,37.2072
26/6/2024 1:25:22 PM,44002.82,0.2461501,0.3661123,37.32183
26/6/2024 1:25:22 PM,44002.82,0.2461501,0.3625233,36.86327
26/6/2024 1:25:22 PM,43997.87,0.2443556,0.3643178,37.66666
26/6/2024 1:25:22 PM,44002.82,0.2461501,0.3643178,37.89658
26/6/2024 1:25:22 PM,44002.82,0.2479446,0.3625233,36.86319
26/6/2024 1:25:22 PM,44002.82,0.2461501,0.3625233,36.73037
26/6/2024 1:25:22 PM,44009.15,0.2443556,0.3643178,37.43679
26/6/2024 1:25:22 PM,44009.15,0.2461501,0.3625233,36.63435
26/6/2024 1:25:22 PM,44002.82,0.2461501,0.3643178,36.74874
26/6/2024 1:25:22 PM,44002.82,0.2443556,0.3625233,36.51985
26/6/2024 1:25:22 PM,44002.82,0.2443556,0.3625233,36.74863
26/6/2024 1:25:23 PM,44002.82,0.2461501,0.3625233,36.86325
26/6/2024 1:25:23 PM,44509.82,0.2461501,0.3589343,36.87811
26/6/2024 1:25:23 PM,44502.85,0.2461501,0.3589343,36.64899
26/6/2024 1:25:23 PM,44502.85,0.2443556,0.3589343,36.42027
26/6/2024 1:25:23 PM,44502.85,0.2461501,0.3589343,36.64906
26/6/2024 1:25:23 PM,44502.85,0.2461501,0.3589343,36.42029
26/6/2024 1:25:23 PM,44502.85,0.2479446,0.3607288,37.45191
26/6/2024 1:25:23 PM,44502.85,0.2461501,0.3589343,36.306
26/6/2024 1:25:23 PM,44498.41,0.2461501,0.3607288,36.99285
26/6/2024 1:25:23 PM,44502.85,0.2461501,0.3589343,36.76355
26/6/2024 1:25:23 PM,44502.85,0.2461501,0.3607288,37.45197
26/6/2024 1:25:23 PM,44502.85,0.2461501,0.3643178,36.30605
26/6/2024 1:25:23 PM,44502.85,0.2479446,0.3607288,37.45181
26/6/2024 1:25:23 PM,44502.85,0.2443556,0.3589343,36.76349
26/6/2024 1:25:24 PM,44509.82,0.2443556,0.3589343,36.30601
26/6/2024 1:25:24 PM,44502.85,0.2443556,0.3607288,36.42022
26/6/2024 1:25:24 PM,45002.88,0.2443556,0.3571398,36.89306
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3589343,34.95409
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3571398,37.12253
26/6/2024 1:25:24 PM,45002.88,0.2479446,0.3571398,37.21876
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3571398,37.35214
26/6/2024 1:25:24 PM,45002.88,0.2479507,0.3571398,37.58209
26/6/2024 1:25:24 PM,45010.5,0.2443556,0.3571398,37.23734
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3553453,35.0675
26/6/2024 1:25:24 PM,45002.88,0.2443556,0.3589343,36.09214
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3571398,37.35217
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3571398,36.43499
26/6/2024 1:25:24 PM,45002.88,0.2443556,0.3553453,36.07402
26/6/2024 1:25:24 PM,45002.88,0.2443556,0.3571398,37.3522
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3589343,36.435
26/6/2024 1:25:24 PM,45002.88,0.2461501,0.3589343,37.35216
26/6/2024 1:25:25 PM,45002.88,0.2461501,0.3553453,36.20636
26/6/2024 1:25:25 PM,45502.91,0.2443556,0.3553453,36.22102
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3553453,35.7644
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3553453,35.65042
26/6/2024 1:25:25 PM,45502.91,0.2443556,0.3553453,36.56425
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3553453,36.20289
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3553453,35.87843
26/6/2024 1:25:25 PM,45499.5,0.2443556,0.3571398,36.90806
26/6/2024 1:25:25 PM,45502.91,0.2479446,0.3553453,36.08865
26/6/2024 1:25:25 PM,45499.5,0.2443556,0.3553453,36.221
26/6/2024 1:25:25 PM,45502.91,0.2479446,0.3553453,36.22105
26/6/2024 1:25:25 PM,45502.91,0.2443556,0.3553453,36.1068
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3535447,36.67879
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3553453,36.10678
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3553453,34.8547
26/6/2024 1:25:25 PM,45502.91,0.2461501,0.3553453,36.10678
26/6/2024 1:25:26 PM,45502.91,0.2443556,0.3553453,35.99255
26/6/2024 1:25:26 PM,45899.94,0.2461501,0.3535447,35.73035
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3517503,36.00711
26/6/2024 1:25:26 PM,46002.95,0.2443556,0.3517503,35.55079
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3535509,35.98895
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3517503,36.00713
26/6/2024 1:25:26 PM,46011.84,0.2443556,0.3553453,36.12132
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3535509,35.98896
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3535447,36.57906
26/6/2024 1:25:26 PM,46002.95,0.2443556,0.3535447,36.69362
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3517503,36.12135
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3517503,35.66481
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3553453,36.0071
26/6/2024 1:25:26 PM,46002.95,0.2479446,0.3517503,35.89292
26/6/2024 1:25:26 PM,46002.95,0.2461501,0.3517503,34.64197
26/6/2024 1:25:26 PM,46002.95,0.2443556,0.3535447,37.03786
26/6/2024 1:25:27 PM,46002.95,0.2461501,0.3517503,35.77882
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3517503,30.96447
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3517503,30.52438
26/6/2024 1:25:27 PM,46502.98,0.2443556,0.3499557,36.25031
26/6/2024 1:25:27 PM,46502.98,0.2443556,0.3517503,30.52438
26/6/2024 1:25:27 PM,46502.98,0.2443556,0.3517503,32.74133
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3535447,41.34011
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3517503,30.52438
26/6/2024 1:25:27 PM,46500.59,0.2479446,0.3499557,30.52437
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3499557,32.51784
26/6/2024 1:25:27 PM,46502.98,0.2479446,0.3499557,41.22348
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3517503,30.52436
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3499557,30.52439
26/6/2024 1:25:27 PM,46502.98,0.2461501,0.3499557,30.52436
26/6/2024 1:25:27 PM,46502.98,0.2479507,0.3499557,33.18946
26/6/2024 1:25:27 PM,46502.98,0.2443556,0.3535447,37.83987
26/6/2024 1:25:28 PM,46502.98,0.2479507,0.3499557,38.08935
26/6/2024 1:25:28 PM,46953,0.2443556,0.3481613,34.98612
26/6/2024 1:25:28 PM,47003.01,0.2443556,0.3481613,35.57951
26/6/2024 1:25:28 PM,47013.19,0.2443556,0.3481613,35.23774
26/6/2024 1:25:28 PM,47003.01,0.2443556,0.3481613,35.46542
26/6/2024 1:25:28 PM,47003.01,0.2443556,0.3481613,35.80774
26/6/2024 1:25:28 PM,47003.01,0.2461501,0.3481613,35.57952
26/6/2024 1:25:28 PM,47003.01,0.2461501,0.3481613,34.21669
26/6/2024 1:25:28 PM,47003.01,0.2497452,0.3481613,35.69348
26/6/2024 1:25:28 PM,47003.01,0.2461501,0.3481613,35.5616
26/6/2024 1:25:28 PM,47003.01,0.2443556,0.3481613,35.5794
26/6/2024 1:25:28 PM,47003.01,0.2461501,0.3481613,35.46552
26/6/2024 1:25:28 PM,47003.01,0.2443556,0.3499557,36.26501
26/6/2024 1:25:28 PM,47003.01,0.2443556,0.3481613,35.69363
26/6/2024 1:25:28 PM,47003.01,0.2461501,0.3481613,35.46544
26/6/2024 1:25:29 PM,47003.01,0.2443556,0.3481613,35.92195
26/6/2024 1:25:29 PM,47003.01,0.2461501,0.3481613,35.80759
26/6/2024 1:25:29 PM,47501.68,0.2461501,0.3445723,35.59381
26/6/2024 1:25:29 PM,47503.04,0.2443556,0.3481613,36.27967
26/6/2024 1:25:29 PM,47503.04,0.2461501,0.3499557,35.70793
26/6/2024 1:25:29 PM,47503.04,0.2479446,0.3481613,35.47976
26/6/2024 1:25:29 PM,47503.04,0.2443556,0.3481613,35.23408
26/6/2024 1:25:29 PM,47503.04,0.2443556,0.3463668,35.82214
26/6/2024 1:25:29 PM,47503.04,0.2461501,0.3481613,35.12031
26/6/2024 1:25:29 PM,47503.04,0.2479446,0.3499557,36.39425
26/6/2024 1:25:29 PM,47503.04,0.2443556,0.3463668,36.27967
26/6/2024 1:25:29 PM,47513.86,0.2461501,0.3481613,35.36577
26/6/2024 1:25:29 PM,47503.04,0.2443556,0.3481613,35.59386
26/6/2024 1:25:29 PM,47503.04,0.2443556,0.3463668,35.0243
26/6/2024 1:25:29 PM,47503.04,0.2443556,0.3463668,36.16517
26/6/2024 1:25:29 PM,47503.04,0.2461501,0.3463668,35.02437
26/6/2024 1:25:30 PM,47503.04,0.2479507,0.3481613,36.16523
26/6/2024 1:25:30 PM,47513.86,0.2461501,0.3499557,35.93641
26/6/2024 1:25:30 PM,48002.23,0.2461501,0.3445723,35.03832
26/6/2024 1:25:30 PM,48014.53,0.2479446,0.3463668,36.29432
26/6/2024 1:25:30 PM,48003.07,0.2443556,0.3463668,35.72231
26/6/2024 1:25:30 PM,48003.07,0.2443556,0.3445723,35.38005
26/6/2024 1:25:30 PM,48003.07,0.2443556,0.3445723,35.03852
26/6/2024 1:25:30 PM,48003.07,0.2461501,0.3427778,33.45395
26/6/2024 1:25:30 PM,48003.07,0.2461501,0.3445723,34.92461
26/6/2024 1:25:30 PM,48003.07,0.2479507,0.3463668,36.8682
26/6/2024 1:25:30 PM,48003.07,0.2443556,0.3445723,35.15215
26/6/2024 1:25:30 PM,48003.07,0.2479446,0.3445723,35.26595
26/6/2024 1:25:30 PM,48003.07,0.2443556,0.3445723,34.58397
26/6/2024 1:25:30 PM,48003.07,0.2443556,0.3445723,35.26602
26/6/2024 1:25:30 PM,48003.07,0.2443556,0.3445723,34.92472
26/6/2024 1:25:30 PM,48003.07,0.2497452,0.3445723,35.15228
26/6/2024 1:25:30 PM,48003.07,0.2461501,0.3445723,35.26608
26/6/2024 1:25:31 PM,48003.07,0.2443556,0.3427778,35.49407
26/6/2024 1:25:31 PM,48502.77,0.2461501,0.3427778,35.2803
26/6/2024 1:25:31 PM,48503.11,0.2443556,0.3463668,36.5385
26/6/2024 1:25:31 PM,48503.11,0.2443556,0.3409833,34.71137
26/6/2024 1:25:31 PM,48502.77,0.2443556,0.3427778,35.96552
26/6/2024 1:25:31 PM,48502.77,0.2461501,0.3409833,33.24208
26/6/2024 1:25:31 PM,48503.11,0.2461501,0.3427778,34.37106
26/6/2024 1:25:31 PM,48503.11,0.2461501,0.3409833,33.57991
26/6/2024 1:25:31 PM,48503.11,0.2461501,0.3427778,35.05246
26/6/2024 1:25:31 PM,48503.11,0.2443556,0.3409833,35.05254
26/6/2024 1:25:31 PM,48503.11,0.2479507,0.3409833,33.46718
26/6/2024 1:25:31 PM,48502.77,0.2461501,0.3409833,33.57981
26/6/2024 1:25:31 PM,48503.11,0.2461501,0.3409833,35.50842
26/6/2024 1:25:31 PM,48490.35,0.2443556,0.3427778,34.71135
26/6/2024 1:25:31 PM,48503.11,0.2461501,0.3409833,35.0525
26/6/2024 1:25:31 PM,48503.11,0.2443556,0.3427778,34.48443
26/6/2024 1:25:32 PM,48503.11,0.2443556,0.3463668,36.19449
26/6/2024 1:25:32 PM,49003.14,0.2443556,0.3409833,35.04541
26/6/2024 1:25:32 PM,49003.14,0.2461501,0.3391888,35.49976
26/6/2024 1:25:32 PM,49003.32,0.2443556,0.3409833,34.3488
26/6/2024 1:25:32 PM,48990.76,0.2443556,0.3427778,35.27246
26/6/2024 1:25:32 PM,49003.14,0.2443556,0.3409833,35.04539
26/6/2024 1:25:32 PM,49003.14,0.2461501,0.3409833,34.14051
26/6/2024 1:25:32 PM,49003.14,0.2443556,0.3409833,34.8187
26/6/2024 1:25:32 PM,49003.14,0.2479507,0.3409833,33.46539
26/6/2024 1:25:32 PM,49003.14,0.2443556,0.3409833,33.80256
26/6/2024 1:25:32 PM,49003.14,0.2479507,0.3409833,35.72739
26/6/2024 1:25:32 PM,49003.14,0.2443556,0.3409833,34.47922
26/6/2024 1:25:32 PM,49003.14,0.2461501,0.3409833,33.57769
26/6/2024 1:25:32 PM,48990.76,0.2443556,0.3409833,34.5923
26/6/2024 1:25:32 PM,49003.14,0.2461501,0.3409833,34.46172
26/6/2024 1:25:32 PM,49003.14,0.2461501,0.3445723,35.61353
26/6/2024 1:25:33 PM,49003.14,0.2443556,0.3427778,35.04538
26/6/2024 1:25:33 PM,49503.17,0.2443556,0.3391888,34.35937
26/6/2024 1:25:33 PM,49503.17,0.2461501,0.3373944,32.47118
26/6/2024 1:25:33 PM,49503.17,0.2443556,0.3373944,34.02439
26/6/2024 1:25:33 PM,49503.17,0.2479507,0.3373944,34.58313
26/6/2024 1:25:33 PM,49503.17,0.2461501,0.3391888,32.03072
26/6/2024 1:25:33 PM,49503.17,0.2461501,0.3427778,35.70673
26/6/2024 1:25:33 PM,49503.17,0.2443556,0.3373944,33.5788
26/6/2024 1:25:33 PM,49503.17,0.2461501,0.3409833,32.58155
26/6/2024 1:25:33 PM,999.8933,0.2551348,0.2620197,353.9866
26/6/2024 1:25:33 PM,999.8933,0.2533402,0.2620197,353.5017
26/6/2024 1:25:33 PM,1000.178,0.2551348,0.2638142,354.6658
26/6/2024 1:25:33 PM,1000.178,0.2551408,0.2620197,354.5676
26/6/2024 1:25:33 PM,999.8933,0.2533402,0.2620197,353.5989
26/6/2024 1:25:33 PM,1000.178,0.2551348,0.2620197,353.7928
26/6/2024 1:25:34 PM,999.8933,0.2533402,0.2620197,353.5984
26/6/2024 1:25:34 PM,1000.178,0.2533402,0.2620197,353.9867
26/6/2024 1:25:34 PM,1000.178,0.2551408,0.2638142,354.6633
26/6/2024 1:25:34 PM,1000.178,0.2533402,0.2620197,353.89
26/6/2024 1:25:34 PM,999.8933,0.2533402,0.2620197,353.7913
26/6/2024 1:25:34 PM,1000.178,0.2551408,0.2656087,354.6633
26/6/2024 1:25:34 PM,1000.178,0.2533402,0.2638142,353.9851
26/6/2024 1:25:34 PM,1000.178,0.2569354,0.2620197,353.0139
26/6/2024 1:25:34 PM,999.8933,0.2533402,0.2638142,354.6653
