Time;Channel A
(ns);(V)

-153,82383367;5,07309200
-133,82383379;5,07309200
-113,82383391;5,07309200
-93,82383404;5,07309200
-73,82383416;5,07309200
-53,82383428;5,07309200
-33,82383440;4,98550400
-13,82383452;6,73696100
6,17616536;4,28479900
26,17616524;3,49681100
46,17616511;-0,70619830
66,17616499;-0,88137450
86,17616487;-0,96896270
106,17616475;-0,00579852
126,17616463;-0,00579852
146,17616451;0,08148442
166,17616438;-0,00579852
186,17616426;0,16907250
206,17616414;0,16907250
226,17616402;0,08148442
246,17616390;0,16907250
266,17616378;0,08148442
286,17616366;0,16907250
306,17616353;0,08148442
326,17616341;-0,00579852
346,17616329;0,08148442
366,17616317;0,08148442
386,17616305;0,08148442
406,17616293;0,08148442
426,17616280;0,08148442
446,17616268;0,08148442
466,17616256;0,08148442
486,17616244;0,08148442
506,17616232;0,08148442
526,17616220;0,08148442
546,17616208;-0,00579852
566,17616195;-0,00579852
586,17616183;0,08148442
606,17616171;-0,00579852
626,17616159;0,16907250
646,17616147;0,08148442
666,17616135;0,08148442
686,17616122;0,08148442
706,17616110;0,08148442
726,17616098;0,08148442
746,17616086;0,08148442
766,17616074;-0,00579852
786,17616062;0,08148442
806,17616049;0,16907250
826,17616037;0,08148442
846,17616025;0,08148442
866,17616013;0,08148442
886,17616001;-0,00579852
906,17615989;0,08148442
