Time;Channel A
(ns);(V)

-153,39858805;5,07309200
-133,39858818;4,98550400
-113,39858830;5,07309200
-93,39858842;5,07309200
-73,39858854;5,07309200
-53,39858866;5,07309200
-33,39858878;5,07309200
-13,39858891;6,82454900
6,60141097;4,19751600
26,60141085;4,89791500
46,60141073;2,79641100
66,60141061;2,70882300
86,60141049;1,83294200
106,60141037;1,74535400
126,60141024;1,39530600
146,60141012;1,13254200
166,60141000;0,95736560
186,60140988;0,78218940
206,60140976;0,69460130
226,60140964;0,51942500
246,60140951;0,51942500
266,60140939;0,34424880
286,60140927;0,34424880
306,60140915;0,34424880
326,60140903;0,25666070
346,60140891;0,25666070
366,60140879;0,25666070
386,60140866;0,16907250
406,60140854;0,16907250
426,60140842;0,25666070
446,60140830;0,16907250
466,60140818;0,16907250
486,60140806;0,16907250
506,60140793;0,08148442
526,60140781;0,16907250
546,60140769;0,16907250
566,60140757;0,16907250
586,60140745;0,16907250
606,60140733;0,16907250
626,60140721;0,08148442
646,60140708;0,16907250
666,60140696;0,16907250
686,60140684;0,08148442
706,60140672;0,08148442
726,60140660;0,08148442
746,60140648;0,16907250
766,60140635;0,08148442
786,60140623;0,08148442
806,60140611;0,16907250
826,60140599;0,08148442
846,60140587;0,08148442
866,60140575;0,16907250
886,60140563;0,08148442
906,60140550;0,16907250
