Time;Channel A
(us);(V)

-2,05458309;5,07309200
-2,03458309;5,07309200
-2,01458309;5,07309200
-1,99458309;5,07309200
-1,97458309;5,07309200
-1,95458309;5,07309200
-1,93458309;5,07309200
-1,91458309;5,07309200
-1,89458309;5,07309200
-1,87458309;5,07309200
-1,85458309;5,07309200
-1,83458309;5,07309200
-1,81458309;5,07309200
-1,79458309;5,07309200
-1,77458309;5,07309200
-1,75458309;5,07309200
-1,73458309;5,07309200
-1,71458309;5,07309200
-1,69458309;5,07309200
-1,67458309;5,07309200
-1,65458309;5,07309200
-1,63458309;5,07309200
-1,61458309;5,07309200
-1,59458309;5,07309200
-1,57458310;4,98550400
-1,55458310;5,07309200
-1,53458310;5,07309200
-1,51458310;5,07309200
-1,49458310;5,07309200
-1,47458310;5,07309200
-1,45458310;5,07309200
-1,43458310;4,98550400
-1,41458310;5,07309200
-1,39458310;5,07309200
-1,37458310;5,07309200
-1,35458310;5,07309200
-1,33458310;5,07309200
-1,31458310;5,07309200
-1,29458310;5,07309200
-1,27458310;5,07309200
-1,25458310;4,98550400
-1,23458310;5,07309200
-1,21458310;5,07309200
-1,19458310;5,07309200
-1,17458310;5,07309200
-1,15458310;5,07309200
-1,13458310;4,98550400
-1,11458310;5,07309200
-1,09458310;5,07309200
-1,07458310;5,07309200
-1,05458310;5,07309200
-1,03458310;5,07309200
-1,01458310;5,07309200
-0,99458310;5,07309200
-0,97458310;5,07309200
-0,95458310;5,07309200
-0,93458310;5,07309200
-0,91458310;5,07309200
-0,89458310;5,07309200
-0,87458310;5,07309200
-0,85458310;5,07309200
-0,83458310;5,07309200
-0,81458310;5,07309200
-0,79458310;5,07309200
-0,77458310;5,07309200
-0,75458310;4,98550400
-0,73458310;5,07309200
-0,71458310;5,07309200
-0,69458310;5,07309200
-0,67458310;5,07309200
-0,65458310;5,07309200
-0,63458310;5,07309200
-0,61458310;5,07309200
-0,59458310;5,07309200
-0,57458310;5,07309200
-0,55458310;5,07309200
-0,53458310;5,07309200
-0,51458310;5,07309200
-0,49458310;5,07309200
-0,47458310;4,98550400
-0,45458310;4,98550400
-0,43458310;5,07309200
-0,41458310;5,07309200
-0,39458310;5,07309200
-0,37458310;5,07309200
-0,35458310;5,07309200
-0,33458310;5,07309200
-0,31458310;4,98550400
-0,29458310;5,07309200
-0,27458310;5,07309200
-0,25458310;5,07309200
-0,23458310;5,07309200
-0,21458310;5,07309200
-0,19458310;5,07309200
-0,17458310;5,07309200
