Time;Channel A
(us);(V)

-500,02615899;0,00286874
-500,01015899;0,00347911
-499,99415899;0,00268563
-499,97815899;0,00204474
-499,96215899;0,00143437
-499,94615899;0,00189215
-499,93015899;0,00045778
-499,91415899;0,00173956
-499,89815899;0,00204474
-499,88215899;0,00189215
-499,86615899;0,00286874
-499,85015899;0,00396741
-499,83415899;0,00204474
-499,81815899;0,00204474
-499,80215899;0,00189215
-499,78615900;0,00238044
-499,77015900;0,00094607
-499,75415900;0,00079348
-499,73815900;0,00109867
-499,72215900;0,00045778
-499,70615900;0,00268563
-499,69015900;0,00302133
-499,67415900;0,00204474
-499,65815900;0,00094607
-499,64215900;0,00079348
-499,62615900;0,00079348
-499,61015900;0,00061037
-499,59415900;0,00030519
-499,57815900;-0,00161748
-499,56215900;0,00204474
-499,54615900;0,00125126
-499,53015900;-0,00161748
-499,51415900;-0,00192267
-499,49815900;0,00015259
-499,48215900;0,00061037
-499,46615900;0,00079348
-499,45015900;0,00061037
-499,43415901;0,00302133
-499,41815901;0,00000000
-499,40215901;0,00045778
-499,38615901;0,00061037
-499,37015901;0,00015259
-499,35415901;0,00061037
-499,33815901;-0,00064089
-499,32215901;-0,00033570
-499,30615901;-0,00256356
-499,29015901;-0,00082400
-499,27415901;-0,00128178
-499,25815901;-0,00018311
-499,24215901;-0,00112919
-499,22615901;-0,00256356
-499,21015901;-0,00161748
-499,19415901;-0,00161748
-499,17815901;-0,00128178
-499,16215901;-0,00048830
-499,14615901;0,00000000
-499,13015901;-0,00112919
-499,11415901;-0,00128178
-499,09815901;-0,00064089
-499,08215902;-0,00097659
-499,06615902;-0,00082400
-499,05015902;-0,00161748
-499,03415902;-0,00128178
-499,01815902;-0,00207526
-499,00215902;-0,00033570
-498,98615902;-0,00241096
-498,97015902;-0,00097659
-498,95415902;-0,00225837
-498,93815902;-0,00335704
-498,92215902;-0,00082400
-498,90615902;-0,00335704
-498,89015902;-0,00048830
-498,87415902;-0,00271615
-498,85815902;-0,00271615
-498,84215902;-0,00494400
-498,82615902;-0,00350963
-498,81015902;-0,00494400
-498,79415902;-0,00335704
-498,77815902;-0,00369274
-498,76215902;-0,00305185
-498,74615902;-0,00384533
-498,73015903;-0,00350963
-498,71415903;-0,00335704
-498,69815903;-0,00320444
-498,68215903;-0,00207526
-498,66615903;-0,00241096
-498,65015903;-0,00558489
-498,63415903;-0,00271615
-498,61815903;-0,00256356
-498,60215903;-0,00369274
-498,58615903;-0,00207526
